JobID,Date,Company_Name,Job_Title,Location,State ,Description,Title_Level,Type,Function,Industry
2174712427,9/25/2020,JPMorgan Chase Co.,Business Analyst,Wilmington,DE,"Position Overview CCB Remediation and Corrections team manages the process to triage, fix, correct, and eliminate customer impact caused by a business process or operational break. CCB Correction Analytics COE team plays extremely critical function to support Analytics throughout the entire correction process, which entails to identify the impacted, calculate financial harms, execute to have customer appropriately refunded and/or notified based on various correction strategies. The CCB Correction Analytics COE was built in 2017 with a vision to have high talent Data Analysts centralized to support multiple LOB correction efforts including Consumer Banking, Business Banking, CWM and Credit Card. This COE model provides increased career mobility, better training, stronger controls and more opportunities to allow analysts to work across multiple LOBs. In order to excel in Correction Analytics, the individual needs to be highly motivated, highly analytical, extremely detail oriented, and an exceptional problem solver who take pride in being part of the correction organization that owns customer’s issues from the beginning to end, fix their problems and deliver great customer experiences. Skills/Competency Requirements - Use SQL and SAS to pull and wrangle data- Proficient coder - Able to pull data, aggregate/group by fields , and remove duplicate observations  - Proficiency with standard MS Office tools (Excel, Word, etc.) - Possess good verbal and written communication skills - Exhibit strong process adherence discipline- Throughout the life cycle of a project, specific process control procedures and documentation must be followed and completed by the CA (Corrections Analyst)  - Must be detailed and quality assurance oriented -  Willingness to ask questions to fully understand the break and correction activities - Able to deep dive and do root cause analysis - Be able to work multiple problems simultaneously -  Typically a CA will be assigned one to two cases at once - Understanding of the data infrastructure in a financial services organization will be a plus - JPMC product, data table, and/or structure knowledge preferred Knowledge/Experience/Education Requirements - Basic SQL experience – joining, filtering, and aggregating data tables - Basic SAS knowledge related to data-step programming - College degree and up to 5 years experience - MS Office experience - Experience working on multiple projects at once - JPMC Product knowledge preferred - JPMC Data knowledge preferred Show more",Analyst/Engineer Level,Full-time,Business DevelopmentSales,Financial Services & Investment Banking
2011750399,9/11/2020,JPMorgan Chase Co.,Data Analyst,Newark,DE,"The Landscape Governance & Operations team manages programs and processes that support the creation, maintenance and reporting of “facts about data.”  These facts describe what data each JPMC system has, how the data moves across systems and how it is governed.  The Analyst reports to the head of Landscape Governance Program Lead, and is responsible for supporting the execution of projects within each of JPMC’s LOBs and Corporate Functions in accordance with JPMC’s data governance standards.   Responsibilities -          Coordinate project meetings with key stakeholders across JPMC LOBs and CFs -          Develop project plans, manage timelines, dependencies and delivery against stated objectives -          Document and risks, issues and dependencies, coordinate across functions to drive resolution -          Conduct ad hoc analysis and present findings to management and key stakeholders -          Prepare presentation materials and management communications -          Support the development of enterprise technology by defining business requirements and performing user acceptance testing -          Provide ongoing support for cross-function project teams, including communications, training and guidance Qualification -          BA/BS degree with outstanding academic performance -          1-2 years of relevant experience in project management, data governance or business analysis; financial services industry preferred -          Excellent written and verbal communication skills; ability to understand and articulate complex ideas, concepts and solutions -          Results oriented, willing to commit to a direction and drive initiative to completion -          High personal standards; organized and efficient -          Demonstrated interest or experience in data science, data governance or information architecture -          Strong MS Powerpoint & Excel skills -          Excellent interpersonal skills, comfortable in working with people at all levels and across functions Show more",Analyst/Engineer Level,Full-time,ManagementManufacturing,Financial Services & Investment Banking
2150754519,9/9/2020,JPMorgan Chase Co.,Data Analyst,Newark,DE,"Job Description - Daily price capture & validation of all investment types. - Produce and analyze valuation movements within client portfolios on a daily basis. - Review of price confirmation collection within department. - Analyze price movements against market expectations. - Provide subject matter expertise support to downstream teams and clients. - Liaise with pricing vendors, brokers and clients to resolve issues and minimize risk.   Qualifications - 1 to 3 years asset pricing or fund accounting experience - Pricing vendor knowledge, i.e. Bloomberg, Reuters - Knowledge of industry activities, particularly corporate actions, index tracking and stock markets and fixed income products - Understand the effect that changes in prices and other data elements have on the market value of an account and be sensitive to these changes. - Self-motivated and proactive with the proven ability to work accurately and under pressure to meet deadlines. - Demonstrate an understanding and interest in stocks, bonds, options, and financial markets and products. - Intermediate to Advanced MS Excel skills, including pivot tables and v-look ups. - Strong database/SQL knowledge a plus - Mathematical mindset demonstrating strong numerical skills. - Familiarity with statistical analysis and time series data - Strong analytical/problem solving skills and attention to detail. - Demonstrate ability to effectively communicate within a team environment and interact across departments. - Demonstrate customer focus and follow-up skills. - Ability to work independently and multi-task in a fast paced environment. - The role holder will be required to operate flexible working hours to cover early starts and/or late finishes as demanded by the business. - Bachelor degree with preference in Computer Science, Engineering, Finance, Accounting, or Economics Show more",Analyst/Engineer Level,Full-time,ManagementManufacturing,Financial Services & Investment Banking
2157930386,9/30/2020,JPMorgan Chase Co.,Data Analyst,Tampa,FL,"Wholesale Payments Operations (WPO) is part of the Digital & Platform Services organization in the Corporate & Investment Bank. WPO supports Payments, Receivables, and Trade Finance Products and acts as the payment hub for JPMorgan Chase, across the firm’s business lines. WPO consists of 5,500 employees across 60 sites and supports 142k corporations, financial institutions, governments and municipalities domiciled in over 180 countries. On average, WPO processes 30.1MM transactions daily across 122 currencies valued at $3.2T. Wholesale Payments Operations and the Payments industry as a whole are undergoing significant amounts of change and disruption – industry, technology, and organizational. It is critical to develop and execute on a strategy that will enhance the organization’s business and operational model and position it for continued success. Role Description: We are seeking an Vice President level candidate to lead diagnostics initiatives across the WPO organization. The role will report directly to the Data Science Manager within Wholesale Payments Operations – Strategy & Innovation Team. The successful candidate will build and leveraging sophisticated diagnostics toolsets, identifying insights, developing transformation opportunities across WPO. This role will interact and collaborate with Operations Leaders and their respective organizations, key partners across Digital & Platform Services including Operations Transformation, Data Science, Technology and Business colleagues.  In addition, the candidate should have  data engineering capabilities, knowledge and skills.  This role is ideal for a highly motivated individual with advanced analytics, problem solving, influencing, interpersonal and communication skills.  Responsibilities: •       Leverage diagnostic toolsets including (taxonomy, workforce discovery, digital process discovery, process mapping, manual touchpoints, and email rationalization) to gain insight into what WPO does and how it is performed. •       Lead data analysis and bring order to the various separate diagnostic datasets to connect them together to generate and deliver insights to key stakeholders. ·         Lead technology conversations as it relates to Architecture, data structures, data modeling and perform the capabilities necessary to produce the results required in order to drive successful adoption of a data driven decision making mindset. ·         Lead discussions and influence the partners to develop and successfully establish the technology foundation required for data analytics to be put into the hands of the Operations Leads, Operations Analyst using Operations friendly tools. Skills Required / Qualifications •               Strong analytics experience – Alteryx, Excel •               Strong data visualization – Tableau (Preferred) / Qlik •               Complex problem-solving skills •               High tolerance for ambiguity •               Ability to build relationships with and influence colleagues and partners •               Confident communicator with ability to provide clear and succinct verbal and written updates •               Superior execution skills •               Strong risk and control mindset •               Ability to work independently, make leadership decisions which will highlight and align to the strategic direction of the program and operations benefits •               Ability to lead team members to deliver complex solutions or through complex business problems (matrix and direct hierarchy) Show more",Analyst/Engineer Level,Full-time,Information Technology,Financial Services & Investment Banking
2015335764,8/21/2020,JPMorgan Chase Co.,Other Manager level,Newark,DE,"The Class Actions operations team manages all firm and client data, case research and tracking, determines firm and client claim eligibility, files all claims, and interacts with all claims administrators.  The team is responsible for all claim issues, from handling deficiencies to data integrity audits, through payment.  The analyst is responsible for ensuring all filings are timely, complete and accurate, all inquiries are timely addressed, and all processes are accurate and efficient, as well as developing and adherence to standard operating procedures. You will develop processes that are efficient and promote completeness and accuracy for all claims filing, develop and manage team service level agreements and ensure all things related to claims are timely handled, accurate and complete.  This team members will: - Manage all client data and ensure completeness - Manage the research of and monitoring of all class actions and deadlines - Timely and accurately file all claims - Respond to all deficiency, audit requests and other requests from a claim’s administrator in a timely and accurate fashion - Track administration progression and deadlines - Create and provide any necessary reporting - Ensure database accurately reflects payment receipt and status - Ensure payments are properly recorded and allocated Requirements: - Class Action subject matter expertise (3+ years) - Strong database, data control, and data management skills - Excellent communication skills - Comprehensive understanding of securities class action plan of allocations, as well as deficiency and audit processes and requirements - Experience with publicly traded securities and relevant data fields Show more",Manager Level,Full-time,Customer ServiceInformation Technology,Financial Services & Investment Banking
2174876730,9/25/2020,Bank of America,Data Scientist,Charlotte,NC,"Job Description  Job Description:  Chief Data Science Organization (CDSO) is looking for a Natural Language Processing (NLP) research associate that has a rare combination of skills to push the leading edge in NLP / NLU / Speech recognition research in financial services domain, and produce working systems that are demonstrably better than the existing state of the art. If you love the challenge of applying these skills to creating innovative solutions, we’d like to talk to you.    This role will work with Line of Business and Control Function partners to accelerate their data science solutions  Individual contributor role enabling Artificial Intelligence (AI) research and development (R&D) at Bank of America  Contribute research and prototype implementations for our next-generation Artificial Intelligence systems  Build, improve and extend NLP capabilities in various domains (LOBs/CFs)  Research and evaluate innovative approaches to NLP problems  Communicate findings, gaps and opportunities to all levels of the organization  Take results from development to production in collaboration with product engineers  Participate in the data science community of experts, specifically in NLP domain    Advanced degree (MS, PhD) in natural language processing, human-computer interaction or equivalent experience  Strong background in one or more of the following domains: Natural Language Processing (NLP), Natural Language Understanding (NLU), Human-Robot Interaction, Intelligent User Interfaces  Experience with the application of Deep Learning to Natural Language Processing tasks  Ability to collaborate within and between cross-functional teams; excellent communication skills  Highly organized and experienced in supporting complex projects, initiatives and development  Ability to manage multiple and competing priorities  This is an Individual Contributor role  2+ years of analytics, financial modeling and/or AI/ML modeling experience, with 0-2 years of NLP experience  Experience with model governance and version control/agile processes like Confluence/Jira /Bitbucket/Git is preferable    1st shift (United States of America)    40 Show more",Scientist/Reseacher Level,Full-time,EngineeringInformation Technology,Financial Services & Investment Banking
1997937394,8/17/2020,Capital One,Data Scientist,McLean,VA,"Locations: VA - McLean, United States of America, McLean, Virginia  Data Scientist  Data is at the center of everything we do. As a startup, we disrupted the credit card industry by individually personalizing every credit card offer using statistical modeling and the relational database, cutting edge technology in 1988! Fast-forward a few years, and this little innovation and our passion for data has skyrocketed us to a Fortune 200 company and a leader in the world of data-driven decision-making.  As a Data Scientist at Capital One, you’ll be part of a team that’s leading the next wave of disruption at a whole new scale, using the latest in computing and machine learning technologies and operating across billions of customer records to unlock the big opportunities that help everyday people save money, time and agony in their financial lives.              Capital One will consider sponsoring a new qualified applicant for employment authorization for this position.  Job Category - Data Science, Strategy, Sponsored, Company Builders, Product Innovators Show more",Scientist/Reseacher Level,Full-time,EngineeringInformation Technology,Financial Services & Investment Banking
2149572647,9/22/2020,JPMorgan Chase Co.,Data Scientist,Chicago,IL,"The Commercial Banking (CB) team is looking for a seasoned “fully dedicated” marketing citizen data scientist to help, support the Digital Marketing Strategy, and CB Marketing Analytics (CBMA) Team.  This role will report to CBMA’s Marketing Analytics Director’s vision for optimizing analytics, support day-to-day data-driven decisions. We are looking for an experienced marketing analytics professional responsible for delivering data driven, actionable insights to help optimize maximize marketing performance. This role is responsible for helping internal marketing teams measure and optimize marketing programs and investments across paid, owned and earned media channels to drive customer engagement, brand equity and product profitability In this capacity, this person will leverage marketing measurement techniques, including media mix models, A/B testing, multi-touch attribution, and statistical efficiency techniques, to quantify the impact of marketing tactics on business and financial outcomes in the short and long term. They will partner with media planners and marketing program managers to deliver analytically derived insights to optimize media efficiency, banker’s efficiency, and maximize campaign profitability. Above and beyond strong data and technical skills, the right candidate for this position will have a strong understanding of business and marketing performance. The Digital Marketing Strategy Team is responsible for promoting Commercial Banking products and services across digital channels, including corporate websites, social media, targeted e-mail, native advertising, search engines and more. The team is also responsible for staying current on industry best practices and providing strategic guidance across all channels. The ideal candidate will be highly analytical, have a deep understanding of data architecture, and knows to build advanced  visualizations, marketing data science with a flair for building predictive/diagnostic/prescriptive analytical models. The journey of this position will first begin with understanding of the current environment, helping with execution of the data science and ML/AI use cases. Responsibilities include but are not limited to: ·         Building marketing predictive analytics – using Machine Learning and AI techniques ·         Ability to transform a predictive analytics business solution or requirement into a viable Salesforce/Tableau solution for presenting the end results ·         Support build of dashboards end-to-end; from high level executive KPI dashboards to tactical application performance reports ·         Assist CB’s Marketing Analytics Architect in day-to-day activities, along with strongly partnering with the Product Owner. Seek direction from CB’s Analytics Director ·         Developing interactive visualizations utilizing various reporting components from multiple data sources ·         Convert analyses into actionable recommendations to drive decisions ·         Comfortable working with business leaders to improve performance based on financial and operational analysis ·         Understand the levers of profitability, focusing on metrics that align with profitability goals ·         Improve, maintain, and utilize Marketing, Sales, and Operations KPIs to drive Company growth ·         Communicate analysis results and recommendations in a manner that enables the business sponsor to understand and act on the information ·         Provide Adhoc analysis as requested ·         Identify and interpret trends and patterns in datasets, to locate influences ·         Implement visualization techniques, methods, and tools, including but not limited to: Tableau, Salesforce, SQL, Microsoft Excel, Microsoft Access, etc. ·         Deep understanding of Tableau’s integration with Python and R ·         Excellent Microsoft PowerPoint development skills                                                                                                    Qualifications: ·         Bachelor’s degree in Statistics, Business, Economics, or related quantitative discipline. Advanced degree strongly preferred ·         3-5 years professional experience in Analytics, Marketing, Business Analysis. Experience utilizing marketing measurement methods, including A/B testing, multi-touch attribution, and media mix modeling. ·         Strong knowledge of SQL, R, Python, Tableau, Alteryx strongly preferred ·         Experience working with large enterprise databases and distributed processing systems (e.g., Hadoop, Data Lake), with demonstrated ability to independently query and prepare data for analysis ·         Strong communication skills with the ability to explain complex analytical work to audiences with varying technical knowledge ·         Working knowledge of marketing operations, ad tech, media planning, and media performance metrics ·         Experience with advanced analytical techniques, including time series forecasting, clustering, and machine learning (classification and regression), AI ·         Exceptional analytic skills coupled with solid business thinking ·         Self-directed, innovative thinker. In addition to a strong attention to detail, strong candidates will also be able to see the strategic implications for the business in the big picture. You are fluent in telling the story to both technical and non-technical audiences. ·         Strong candidates will have a curious mind, a passion for synthesizing information from multiple sources, the ability to interpret data through the lens of lead/prospect/client behavior, and a habit of translating data into insights that drive action  Show more",Scientist/Reseacher Level,Full-time,EngineeringInformation Technology,Financial Services & Investment Banking
2005876406,9/23/2020,Goldman Sachs,Data Engineer,Dallas,TX,"Business Unit Overview  Led by the Chief Information Security Officer (CISO), Technology Risk secures Goldman Sachs against hackers and other cyber threats. We are responsible for detecting and preventing attempted cyber intrusions against the firm, helping the firm develop more secure applications and infrastructure, developing software in support of our efforts, measuring cybersecurity risk, and designing and driving implementation of cybersecurity controls. The team has global presence across the Americas, APAC, India and EMEA. Within Technology Risk, Tech Risk Engineering creates targeted solutions to solve thematic control gaps across the firm. We are a team of security, software, and data engineers that identify and curate technology data, provide technology solutions in the threat management space, and drive real-time response processes to meet regulatory and management requirements. We build exciting, novel solutions and identify gaps to bridge platforms across Core Engineering. The Security Engineering team within Tech Risk is responsible for building services and platforms that interact with the Software Development Life Cycle processes at Goldman Sachs to provide security related checks, policy controls and associated reporting.    The Measurement engineering team follows a data driven approach to build-out auto-measurements to valid audit critical IT general controls (ITGC) and beyond. As a member of Measurement engineering, you will be part of a team that is responsible for designing, building, and managing data infrastructures to delivery and process large datasets from a variety of data platforms including but not limited to RDBMS, NoSQL, Data lake, Public cloud, etc. The ideal candidate must be able to deal with ambiguity as they collaborate with the business users to understand the business objectives, drive requirements and develop auto-measurement metrics (data refiners) on an in-house platform using Spark and Scala         The Goldman Sachs Group, Inc. is a leading global investment banking, securities and investment management firm that provides a wide range of financial services to a substantial and diversified client base that includes corporations, financial institutions, governments and individuals. Founded in 1869, the firm is headquartered in New York and maintains offices in all major financial centers around the world.  Â© The Goldman Sachs Group, Inc., 2020. All rights reserved Goldman Sachs is an equal employment/affirmative action employer Female/Minority/Disability/Vet.  Division Engineering Show more",Analyst/Engineer Level,Full-time,Information Technology,Financial Services & Investment Banking
2151167846,9/23/2020,Truist,Researcher,Atlanta,GA,"Job Description  Specific information related to the position is outlined below. To apply, click on the button above. You will be required to create an account (or sign in with an existing account). Your account will provide you access to your application information.      Regular  English (Required)    1st shift (United States of America)    The User Experience (UX) Design team is responsible for taking complex problems and transforming them into world class experiences and strategies for our digital products and improving the user experience related to core functionality and new features. Consults and collaborates with cross-functional teams to create user-centered designs, requirements, workflows, and strategies that deliver value to our clients. Translates user needs and business requirements into compelling experiences. Designs and delivers user journeys, user flows, wireframes and interactive prototypes across a variety of devices and interfaces. May conduct UX research studies to better understand client needs, discover opportunities, and evaluate product and service experiences to influence design.    SunTrust is on the verge of a big move—a move that aims to alter the course of banking as we know it. And to do that we need talent. Lots of it. Our team of designers and researchers is growing rapidly, and we are looking for the best people to join our cause. If you’re passionate about your craft, driven to create change, and interested in joining a team doing transformative work, let’s talk.  At SunTrust, we believe great digital experiences start with a deep understanding of our clients. We’re looking for a Senior User Experience Researcher who can help us discover insights that shape the next evolution of banking and financial services. As a Sr UX Researcher, you are an advanced practitioner able to independently design sophisticated programs of research that tackle our thorniest design challenges. You will design, conduct, analyze, and present impactful research that shapes and improves product development.  This role is part of the UX Research group within the Commercial Design and Service Design team. This team is tasked with developing the most effective and client-centered digital banking products for our Business and Commercial clients. These clients have complex, sophisticated banking needs so we are seeking researchers who can delve into their worlds with curiosity, empathy, and utmost professionalism.  What you will do.  What you bring.   What will you make you stand out.   This role is based in Atlanta, GA.      Thank you for your interest in Truist! BB&T and SunTrust have come together in a transformational merger of equals to create Truist, the premier financial organization in the country. You may notice references to our legacy company names, BB&T and SunTrust, in places throughout this site. All such references should be understood to refer to Truist moving forward while we continue to transition to the Truist name.  Show more",Scientist/Reseacher Level,Full-time,Information Technology,Financial Services & Investment Banking
2179037690,9/28/2020,Bank of America,Data Scientist,Plano,TX,"Job Description  Position Summary  This is a Software Development Engineer role in Bank of America Conversational Commerce development team in Plano TX. Team builds next generation AI and Search platforms for the bank enabling banking assistants and search across multiple platforms. This position requires candidate to be well versed with client side and server side technologies. Candidate must possess passion for producing high quality software, ready to jump in and solve complex problems, be able to mentor junior engineers and perform code reviews.    ""Bachelor or Master’s Degree in Computer Science or related field 4+ years of hands on software development experience Experience building web applications Good interpersonal communication skills for tech and business conversations Good analytical skills to break down requirements, solve complex problems    ""Experience working on high volume applications Experience in server side frameworks like Spring MVC Experience building restful web services Experience in performance tuning with good understanding of JVM internals Experience with NoSQL databases like Cassandra Experience in distributed caching frameworks like hazelcast, ignite, redis Experience in modern JVM languages like groovy, scala Experience with open source search engines like SOLR, elasticsearch Experience working with NLP and Machine learning Prior open source contributions Background in mathematics or statistics Proven task management and leadership skills Experience working in agile teams    1st shift (United States of America)    40 Show more",Scientist/Reseacher Level,Full-time,EngineeringInformation Technology,Financial Services & Investment Banking
2000788028,8/11/2020,Capital One,Data Scientist,McLean,VA,"McLean 2 (19052), United States of America, McLean, Virginia  Card Data Scientist  Job Description  Data is at the center of everything we do. As a startup, we disrupted the credit card industry by individually personalizing every credit card offer using statistical modeling and the relational database, cutting edge technology in 1988! Fast-forward a few years, and this little innovation and our passion for data has skyrocketed us to a Fortune 200 company and a leader in the world of data-driven decision-making.  As a Data Scientist at Capital One, you’ll be part of a team that’s leading the next wave of disruption at a whole new scale, using the latest in computing and machine learning technologies and operating across billions of customer records to unlock the big opportunities that help everyday people save money, time and agony in their financial lives.              Capital One will consider sponsoring a new qualified applicant for employment authorization for this position.  Job Category - Data Science, Strategy, Sponsored, Company Builders, Product Innovators Show more",Scientist/Reseacher Level,Full-time,EngineeringInformation Technology,Financial Services & Investment Banking
2000556356,9/20/2020,Goldman Sachs,Data Engineer,Richardson,TX,"CONSUMER ( MARCUS BY GOLDMAN SACHS )  Marcus by Goldman Sachs is the firm’s consumer business, combining the entrepreneurial spirit of a startup with 150 years of experience. Today, Marcus has $50 billion in deposits, $5 billion in loan balances and 4 million customers across our lending and deposits businesses, as well as the personal financial management app, Clarity Money. Through the use of insights and intuitive design, we provide customers with powerful tools and products that are grounded in value, transparency and simplicity. We are backed by our unique team, comprised of individual contributors from leading agile technology companies, fintechs and consumer financial services companies, allowing us to disrupt the industry, while helping consumers take control of their financial lives.    We are seeking a hands-on Data engineer to design, develop and enhance the Marcus Consumer Banking Data Analytics Platform of Goldman Sachs. The person will be responsible for expanding and optimizing our data and data pipeline architecture on Big Data technologies. The ideal candidate is an experienced ETL developer who has not only worked on a traditional ETL tool but has also developed generic, reusable transformations in a programming language like python or java. The Data Engineer will support our software developers, database architects, data analysts and data scientists on data initiatives and will ensure optimal data delivery architecture is consistent throughout ongoing projects.           The Consumer and Investment Management Division includes Goldman Sachs Asset Management (GSAM), Private Wealth Management (PWM) and our Consumer business (Marcus by Goldman Sachs). We provide asset management, wealth management and banking expertise to consumers and institutions around the world. CIMD partners with various teams across the firm to help individuals and institutions navigate changing markets and take control of their financial lives.    At Goldman Sachs, we commit our people, capital and ideas to help our clients, shareholders and the communities we serve to grow. Founded in 1869, we are a leading global investment banking, securities and investment management firm. Headquartered in New York, we maintain offices around the world.  We believe who you are makes you better at what you do. We're committed to fostering and advancing diversity and inclusion in our own workplace and beyond by ensuring every individual within our firm has a number of opportunities to grow professionally and personally, from our training and development opportunities and firmwide networks to benefits, wellness and personal finance offerings and mindfulness programs. Learn more about our culture, benefits, and people at .  We’re committed to finding reasonable accommodations for candidates with special needs or disabilities during our recruiting process. Learn more:  © The Goldman Sachs Group, Inc., 2020. All rights reserved. Goldman Sachs is an equal employment/affirmative action employer Female/Minority/Disability/Veteran/Sexual Orientation/Gender Identity  Division Engineering Show more",Analyst/Engineer Level,Full-time,Information Technology,Financial Services & Investment Banking
2151163554,8/31/2020,Truist,Researcher,Charlotte,NC,"Job Description  Specific information related to the position is outlined below. To apply, click on the button above. You will be required to create an account (or sign in with an existing account). Your account will provide you access to your application information.      Regular  English (Required)    1st shift (United States of America)    Deliver business objectives through the creation of superior digital user experiences for BB&T clients, prospects and associates with leadership and strategy responsibilities that cross product lines. Provide leadership for a user research program that supports solutions developed within and across assigned business segments throughout the entire product life-cycle from conception through release and redesign. User research creates a competitive advantage for BB&T by understanding client needs, gathering client feedback on concepts and released products, and comparing opinions about our products to competitors to identify gaps and create user requirements.    Following is a summary of the essential functions for this job. Other duties may be performed, both major and minor, which are not mentioned below. Specific activities may change from time to time.    The requirements listed below are representative of the knowledge, skill and/or ability required. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.      Thank you for your interest in Truist! BB&T and SunTrust have come together in a transformational merger of equals to create Truist, the premier financial organization in the country. You may notice references to our legacy company names, BB&T and SunTrust, in places throughout this site. All such references should be understood to refer to Truist moving forward while we continue to transition to the Truist name.  Show more",Scientist/Reseacher Level,Full-time,Information Technology,Financial Services & Investment Banking
2150585369,9/15/2020,Capital One,Research Scientist,San Francisco,CA,"201 Third Street (61049), United States of America, San Francisco, California  Machine Learning Research Scientist  Do you love building and pioneering in the technology space? Do you enjoy solving complex business problems in a fast-paced, collaborative, inclusive, and iterative delivery environment? At Capital One, you’ll be part of a big group of makers, breakers, doers and disruptors, who love to solve real problems and meet real customer needs.    In Capital One’s Center for Machine Learning, you’ll be using your knowledge to solve business problems across multiple important domains. Our Applied Research team develops novel applications of cutting-edge ML to create the future of financial services. You’ll be leading a team of researchers working in innovation areas that are critical for the future of the industry. These may include computer vision, representation learning, explainability, fairness, machine learning on graphs, Bayesian deep learning, AutoML, and any other topics that you feel are critical. Your work will result in both important impact in core business areas as well as in publications and open source projects.  You’ll be a good fit for this team if you prefer to push yourself outside your intellectual comfort zone, enjoy elevating your colleagues and excelling together, tend to bemoan business-as-usual projects/products, and take pride in sharing your knowledge with both technical and non-technical audiences. On this team you’ll get the opportunity to create things you are deeply proud of, find connections between disparate phenomena, keep up with the latest Machine Learning advances, and dig deeply into the math and the code behind them while using your expertise to develop ideas no one has tried before.          Job Category - Engineering, Technology Explorers, Information Technology, Technology Explorers Show more",Scientist/Reseacher Level,Full-time,Information TechnologyEngineering,Financial Services & Investment Banking
2191375198,9/11/2020,Bank of America,Data Scientist,Charlotte,NC,Job Description  The Senior Data Scientist reports to the Data Science Regional Lead and is responsible for creating data science solutions that employ model building and data-centric quantitative analysis to bring business insight and increase operational efficiencies to our Line of Business partners. The right candidate will harness their mastery of Data Science to outline work requirements and provide guidance to junior staff on the execution of all phases of the project. This position will require the ability to work on multiple projects in parallel and possess strong interpersonal skills.             1st shift (United States of America)    40 Show more,Scientist/Reseacher Level,Full-time,Other,Financial Services & Investment Banking
2001311155,9/20/2020,Goldman Sachs,Data Engineer,Richardson,TX,"CONSUMER (MARCUS BY GOLDMAN SACHS) Marcus by Goldman Sachs is the firm’s consumer business, combining the entrepreneurial spirit of a startup with 150 years of experience. Today, Marcus has $50 billion in deposits, $5 billion in loan balances and 4 million customers across our lending and deposits businesses, as well as the personal financial management app, Clarity Money. Through the use of insights and intuitive design, we provide customers with powerful tools and products that are grounded in value, transparency and simplicity. We are backed by our unique team, comprised of individual contributors from leading agile technology companies, fintechs and consumer financial services companies, allowing us to disrupt the industry, while helping consumers take control of their financial lives    We are seeking a hands-on Data engineer to design, develop and enhance the Marcus Consumer Banking Data Analytics Platform of Goldman Sachs. The person will be responsible for expanding and optimizing our data and data pipeline architecture on Big Data technologies. The ideal candidate is an experienced ETL developer who has not only worked on a traditional ETL tool but has also developed generic, reusable transformations in a programming language like python or java. The Data Engineer will support our software developers, database architects, data analysts and data scientists on data initiatives and will ensure optimal data delivery architecture is consistent throughout ongoing projects.            At Goldman Sachs, we commit our people, capital and ideas to help our clients, shareholders and the communities we serve to grow. Founded in 1869, we are a leading global investment banking, securities and investment management firm. Headquartered in New York, we maintain offices around the world.  We believe who you are makes you better at what you do. We're committed to fostering and advancing diversity and inclusion in our own workplace and beyond by ensuring every individual within our firm has a number of opportunities to grow professionally and personally, from our training and development opportunities and firmwide networks to benefits, wellness and personal finance offerings and mindfulness programs. Learn more about our culture, benefits, and people at .  We’re committed to finding reasonable accommodations for candidates with special needs or disabilities during our recruiting process. Learn more:  © The Goldman Sachs Group, Inc., 2020. All rights reserved. Goldman Sachs is an equal employment/affirmative action employer Female/Minority/Disability/Veteran/Sexual Orientation/Gender Identity  Division Engineering Show more",Analyst/Engineer Level,Full-time,Information Technology,Financial Services & Investment Banking
2171403408,9/23/2020,Truist,Researcher,Charlotte,NC,"Job Description  Specific information related to the position is outlined below. To apply, click on the button above. You will be required to create an account (or sign in with an existing account). Your account will provide you access to your application information.      Regular  English (Required)    1st shift (United States of America)    Job Level: Lead the solution of a product area and connects it to the broader product vision. Go beyond best practices to uncover new solutions. Balance multiple projects. Design and deliver user journeys, user flows, wireframes and interactive prototypes across devices and touchpoints. Close collaboration with product management and product development. Lead and facilitate small workshops and interviews with cross-functional partners. Clarify success metrics the deliver value to both clients and the business. Contribute to the industry-wide conversation on trends, patterns, and best practices. Serves as a mentor to more junior level roles in UX. For UX Research focused roles, operationalizes abstract concepts, questions, and problems into actionable research plans and leads the execution of these plans. Generate advanced insights that influence product strategy, feature design and prioritization.  Minimum Requirements: BA/BS degree in User Experience, Interaction Design, Communication Design, Information Architecture, Psychology, Sociology, HCI, Human Factors, User Experience or other related field or equivalent work experience. 5 years of experience and demonstrated knowledge of best practices within the User Experience or applied product/design research field. An understanding of contemporary user-centered design (and/or research) methodologies, enterprise software, and working with complex experiences. Mastery of core concepts in user advocacy and user psychology. Ability to communicate intent and rationale to partners.  Preferred Requirements: Advanced degree (MS or PhD) in UX, Interaction Design, Human-Computer Interaction, Psychology, Sociology, UX, HCI, Human Factors, or related field. Experience in agile development. Banking or financial services experience.  For UX Design-focused roles, demonstrated abilities in the following: User-centered Design (UCD), Information Architecture (IA), Interaction Design, Usability Testing, creating journey maps, empathy maps, wireframes and prototyping and tools such as Adobe XD, Adobe Illustrator, Adobe Photoshop, Axure and InVision. Experience designing or directing software development for enterprise products. Strong motion design and animation skills.  For UX Research-focused roles, strong background in descriptive and inferential statistics. Proficiency with a stats package or analysis platform (e.g., SPSS, SAS, R, or Python). Facility with one or more remote usability testing platforms such as UserZoom, UserTesting.com or others. Cognitive psychology background, particularly in behavioral economics.    Thank you for your interest in Truist! BB&T and SunTrust have come together in a transformational merger of equals to create Truist, the premier financial organization in the country. You may notice references to our legacy company names, BB&T and SunTrust, in places throughout this site. All such references should be understood to refer to Truist moving forward while we continue to transition to the Truist name.  Show more",Scientist/Reseacher Level,Full-time,Information Technology,Financial Services & Investment Banking
